#       x             y          sig(y)
       4.752       10.920       -0.317
       6.207       13.228       -0.729
       1.454        5.179        0.109
      -3.151       -3.947       -0.404
       0.215        2.915        0.163
       2.385        7.055        0.246
      -2.783       -3.305       -0.450
      -1.766       -1.532       -0.579
       0.930        4.713        0.625
       5.104       11.373       -0.522
       0.388        2.764       -0.311
       5.283       12.057       -0.172
       1.976        6.412        0.366
       2.365        6.902        0.130
       2.672        7.124       -0.223
      -0.289        2.320        0.510
      -1.927       -0.922        0.331
       3.844        9.457       -0.082
       3.563        9.305        0.292
       3.260        8.224       -0.223
       2.915        7.206       -0.594
       0.134        2.773        0.173
      -1.872       -1.152       -0.001
       3.366        8.366       -0.278
       6.835       14.667       -0.465
       3.156        7.750       -0.503
       5.853       12.609       -0.686
      -2.044       -2.070       -0.597
       3.691        9.187       -0.065
       1.876        5.963        0.104
       0.687        3.056       -0.579
       1.172        4.609        0.068
       5.023       11.664       -0.078
      -1.691       -0.337        0.475
      -1.386       -0.050        0.192
       3.836       10.013        0.489
       6.322       13.739       -0.433
      -0.323        1.977        0.231
       6.188       13.621       -0.301
      -1.507       -0.637       -0.168
       0.602        4.292        0.817
       6.646       15.058        0.280
       3.914        9.296       -0.372
       2.185        6.797        0.362
       1.318        5.094        0.281
       6.780       14.826       -0.202
       4.446       11.238        0.575
      -2.676       -2.540        0.114
       6.583       14.607       -0.054
       2.742        7.661        0.182
