#       x             y          sig(y)       
       4.752      -10.312       -0.095
       6.207      -22.545        0.097
       1.454        3.338        0.278
      -3.151      -12.889        0.087
       0.215        2.341       -0.367
       2.385        2.189        0.782
      -2.783       -9.872        0.340
      -1.766       -3.834        0.083
       0.930        3.259       -0.009
       5.104      -13.051       -0.196
       0.388        4.694        1.761
       5.283      -14.286        0.002
       1.976        1.809       -0.526
       2.365        1.093       -0.366
       2.672        0.230       -0.334
      -0.289        0.761       -0.970
      -1.927       -4.341        0.439
       3.844       -4.890       -0.389
       3.563       -2.708        0.339
       3.260       -2.148       -0.497
       2.915       -1.053       -0.783
       0.134        2.322       -0.262
      -1.872       -4.069        0.413
       3.366       -1.813        0.305
       6.835      -29.281       -0.030
       3.156       -1.216       -0.004
       5.853      -19.498       -0.246
      -2.044       -5.011        0.431
       3.691       -3.936       -0.246
       1.876        2.963        0.449
       0.687        3.030       -0.157
       1.172        2.718       -0.519
       5.023      -12.014        0.211
      -1.691       -2.805        0.724
      -1.386       -2.338       -0.272
       3.836       -4.587       -0.130
       6.322      -24.204       -0.407
      -0.323        2.217        0.570
       6.188      -22.318        0.142
      -1.507       -2.798       -0.170
       0.602        2.791       -0.340
       6.646      -26.701        0.485
       3.914       -5.138       -0.256
       2.185        2.224        0.323
       1.318        2.685       -0.480
       6.780      -27.555        1.087
       4.446       -8.233       -0.120
      -2.676       -9.185        0.271
       6.583      -26.208        0.304
       2.742        0.849        0.515
