     -10.000        3.216        0.057
      -9.800        2.993       -0.018
      -9.600        2.812       -0.059
      -9.400        2.816        0.079
      -9.200        2.832        0.222
      -9.000        2.750        0.260
      -8.800        2.477        0.101
      -8.600        2.177       -0.089
      -8.400        2.012       -0.150
      -8.200        2.083        0.019
      -8.000        1.963       -0.008
      -7.800        1.938        0.056
      -7.600        1.756       -0.040
      -7.400        1.779        0.064
      -7.200        1.615       -0.024
      -7.000        1.582        0.016
      -6.800        1.416       -0.080
      -6.600        1.496        0.066
      -6.400        1.298       -0.069
      -6.200        1.253       -0.053
      -6.000        1.264        0.015
      -5.800        1.148       -0.046
      -5.600        1.084       -0.058
      -5.400        1.116        0.024
      -5.200        0.952       -0.094
      -5.000        0.719       -0.281
      -4.800        0.909       -0.048
      -4.600        0.783       -0.133
      -4.400        0.812       -0.066
      -4.200        0.828       -0.011
      -4.000        0.815        0.011
      -3.800        0.900        0.129
      -3.600        0.886        0.148
      -3.400        0.662       -0.045
      -3.200        0.545       -0.133
      -3.000        0.684        0.034
      -2.800        0.359       -0.263
      -2.600        0.655        0.058
      -2.400        0.705        0.133
      -2.200        0.482       -0.067
      -2.000        0.458       -0.068
      -1.800        0.632        0.127
      -1.600        0.562        0.078
      -1.400        0.265       -0.200
      -1.200        0.503        0.056
      -1.000        0.359       -0.069
      -0.800        0.299       -0.112
      -0.600        0.332       -0.063
      -0.400        0.312       -0.067
      -0.200        0.511        0.147
      -0.000        0.541        0.191
       0.200        0.491        0.154
       0.400        0.301       -0.022
       0.600        0.208       -0.103
       0.800        0.457        0.159
       1.000        0.381        0.094
       1.200        0.175       -0.101
       1.400       -0.031       -0.296
       1.600        0.301        0.045
       1.800        0.232       -0.013
       2.000        0.138       -0.099
       2.200        0.222       -0.005
       2.400        0.241        0.022
       2.600        0.303        0.092
       2.800        0.260        0.057
       3.000        0.124       -0.072
       3.200        0.083       -0.105
       3.400        0.297        0.116
       3.600        0.318        0.143
       3.800        0.013       -0.156
       4.000        0.271        0.109
       4.200        0.145       -0.012
       4.400        0.309        0.158
       4.600        0.157        0.012
       4.800        0.040       -0.100
       5.000        0.184        0.048
       5.200        0.175        0.044
       5.400        0.194        0.068
       5.600        0.217        0.096
       5.800       -0.077       -0.194
       6.000        0.114        0.001
       6.200       -0.102       -0.212
       6.400        0.136        0.030
       6.600        0.078       -0.024
       6.800        0.068       -0.030
       7.000        0.164        0.069
       7.200        0.109        0.017
       7.400        0.055       -0.034
       7.600        0.145        0.059
       7.800        0.115        0.032
       8.000       -0.051       -0.131
       8.200       -0.171       -0.249
       8.400        0.149        0.074
       8.600        0.252        0.179
       8.800       -0.014       -0.085
       9.000        0.112        0.044
       9.200        0.326        0.261
       9.400        0.078        0.014
       9.600       -0.009       -0.071
       9.800       -0.021       -0.081
